id,tagline,occurrence,publication,lin,summary,recommendations,location
RO-1999-113,"Train 3612, collision with cable drum, Melling Junction, 13 June 1999",13 Jun 1999,26 May 2000,99-113,"At approximately 0720 hours on Sunday, 13 June 1999, Train 3612, a Wellington to Upper Hutt electric multiple unit service, collided with an empty cable drum which had been moved alongside the track by persons unknown. The cable drum had been in close proximity to the line for at least 2 weeks. There were no injuries. The leading unit suffered minor damage. Safety issues identified were the lack of effective reporting and follow-up procedures for potential obstructions alongside the track. One safety recommendation was made to the operator.",003/00,Melling
RO-1999-114,"Train 225, derailment, near Levin, 22 June 1999",22 Jun 1999,16 Mar 2000,99-114,"On Tuesday 22 June 1999, at about 0245 hours, the high leg rail at 93.707 km North Island Main Trunk broke under the passage of Train 225, a southbound express freight. The break caused the tenth wagon of the train to derail one axle which re-railed itself at the Roslyn Road level crossing 530 m further to the south and the locomotive engineer continued on unaware of what had happened. A safety issue identified was the lack of an effective system for detecting and actioning rail defects located between rail ends.",NA,Levin
RO-1999-115,"Vintage train, derailment, Kawakawa, 26 June 1999",26 Jun 1999,8 Sep 2000,99-115,"At about 1345 hours on Saturday, 26 June 1999, a vintage steam train operated by the Bay of Islands Vintage Railway was on a scheduled passenger trip from Opua to Kawakawa when the track spread and the locomotive and the following two carriages derailed at low speed. No injuries to the crew or passengers resulted. Safety issues identified included the standard of track maintenance and the adequacy of the track inspection. Two safety recommendations were made to the operator, and two to the Director of the Land Transport Safety Authority to address the safety issues.","039/00, 040/00, 041/00, 042/00",Kawakawa
RO-1999-116,"Train 3149 and an empty runaway diesel multiple unit, near collision, Papakura, 29 June 1999",29 Jun 1999,14 Jul 2000,99-116,"On Tuesday, 29 June 1999 at approximately 1400 hours, an empty diesel multiple unit which had been parked on the suburban platform road at Papakura ran away towards the down main line at the north end of the station into the path of Train 3149, which was approaching from the north to the suburban platform road. The locomotive engineer of Train 3149 was able to stop his train before any collision occurred. No injuries resulted and there was no damage sustained. The safety deficiency identified was the lack of security when diesel multiple units were left unattended.",028/00,Papakura
RO-1999-117,"Train 230, derailment, Paraparaumu, 6 July 1999",6 Jul 1999,26 May 2000,99-117,"On Tuesday, 6 July 1999, a loaded petrol wagon on Train 230, a northbound Wellington to Auckland express freight, derailed approximately 4 km south of Paraparaumu when a wheel on the leading bogie moved in on its axle. The brakes on the wagon had failed to release which caused the wheels to overheat. This overheating had been reported by a passing motorist and the train duly stopped just short of Paraparaumu, but not before the wagon had derailed. An incorrect tolerance fit of the wheel on the axle allowed the wheel to move inwards on the axle and derail the wagon. Safety issues identified were the absence of accepted engineering practices in fitting the wheel and inadequate checkout procedures. One safety recommendation was made to the operator.",018/00,Paraparaumu
RO-1999-119,"Train 281, fall from cab, Owhango (near Taumarunui), 15 August 1999",15 Aug 1999,14 Jul 2000,99-119,"On Sunday, 15 August 1999, Train 281, a southbound Te Rapa to Palmerston North freight, stalled as it ascended steep grade up the Owhango bank. After the stalling the locomotive engineer moved to and from the lead locomotive and brought into operation an unmanned trailing diesel-electric locomotive in an attempt to assist the train up the gradient. On finally returning to the moving lead locomotive he slipped while entering the cab and suffered serious injuries. The train was brought to a stop by another person riding in the cab of the lead locomotive. Safety issues identified were: the locomotive engineer's deliberate use of an unauthorised and unsafe manner of train operation; the train control officer's failure to appreciate and prevent the unauthorised operation; the ineffective procedure for matching locomotive power to load; the timeliness of the emergency response. Five safety recommendations were made to the operator to address these safety issues.","021/00, 022/00, 023/00, 024/00, 029/00",Taumarunui
RO-1999-120,"Express freight Train 227, collision, Te Rapa, 24 August 1999",24 Aug 1999,8 Sep 2000,99-120,"At approximately 2215 hours on Tuesday 24 August 1999, northbound Train 474 struck a derailed wagon while passing southbound Train 227 between Te Rapa and Horotiu on the North Island Main Trunk line. The incident occurred when a UK wagon conveying a 40-foot container on Train 227 became derailed shortly after passing through Horotiu as a result of a tyre working loose on a wheel. The wagon continued in a derailed state, obstructing the parallel up main line as Train 474 approached. The derailed wagon and container struck the locomotive of Train 474 as it passed, damaging the front side of the locomotive and the cab side window. No injuries were sustained. The safety issues identified were the susceptibility of tyred wheels to loosening due to excessive heat, and the potential consequences of derailed wagons on double line track.",NA,Te Rapa
RO-1999-121,"Wagon PK 1123, broken handgrip, Stillwater, 1 October 1999",1 Oct 1999,14 Jul 2000,99-121,"At approximately 0700 hours on Friday, 1 October 1999, a rail operator fell from a slow moving wagon during shunting operations at Stillwater, when a handgrip detached as he was boarding the wagon. The rail operator fell backwards away from the wagon and landed alongside the track, sustaining minor injuries as a result. The safety issues identified included: the inability of the inspection regime to identify the defective handgrip; the unreported damage to, and unauthorised reinstatement of, handgrips arising from load handling and inappropriate shunting methods; the susceptibility of repair welded handgrips to sudden failure; the control of shunting in rail sidings. Four safety recommendations were made to Tranz Rail Limited, and three to the Land Transport Safety Authority, to address these issues. [The 3 safety recommendations to the LTSA were reaffirmed as a result of the Commission's investigation into another incident at Stillwater on 13 September 2001. Refer report 01-112.]","078/99, 079/99, 080/99, 081/99, 048/00, 049/00, 050/00",Stillwater
RO-1999-122,"Express freight train 938 and intercity express freight Train 919, collision, Waipahi, 20 October 1999",20 Oct 1999,27 Oct 2000,99-122,"At about 0702 hours on Wednesday, 20 October 1999 Train 938, a northbound express freight, collided with Train 919, a southbound intercity express freight, which was stationary on the main line within station limits at Waipahi on the Main South Line. The locomotive engineer of Train 919 was fatally injured, and the locomotive engineer of Train 938 was seriously injured. The two locomotives on Train 919 and the single locomotive on Train 938 were extensively damaged, as were a number of wagons and containers. Causal factors included one locomotive engineer’s misunderstanding of his track warrant limit and the limited effectiveness of the action taken by the operator and the regulator to minimise the possibility of such misunderstandings. Recommendations were made to the operator and the regulator to address the safety issues identified. [The following paragraph was added by addendum finalised on 7 December 2001.] Following the publication of Railway Occurrence Report 99-122 the Commission received additional information based on a new recorded departure time of Train 919 from Clinton. This strengthened some previously expressed concerns at the interpretation which could be placed on sections of the report covering actions open to the locomotive engineer of Train 919 (LE 2) on the day. The Commission considers the new information does not affect the findings and recommendations of the report, but does warrant this addendum to clarify the time restraints applicable to Train 919 and LE2.","115/99, 116/99, 117/99, 065/00, 066/00, 084/00",Waipahi
RO-1999-125,"Express passenger train 200, passed conditional stop board without authority, Levin, 24 November 1999",24 Nov 1999,3 Nov 2000,99-125,"At approximately 1010 hours on Wednesday 24 November 1999, the Wellington to Auckland Overlander passenger express, Train 200, proceeded past a conditional stop board between Ohau and Levin without authority. Some 5 kilometres later Train 200 unexpectedly met a track maintenance gang, which had just cleared the track to allow the passage of the train. There were no injuries. The safety issues identified were: the incomplete radio procedures for communication between locomotive engineers and track gangs working under conditional stop board protection; the locomotive engineer passing the conditional stop board without authority; the availability of an expired information bulletin; the decision by the ganger in charge of the work to not arrange for fixed signals controlling entry of trains into the work area to be held at Stop; the need for better understanding by train control officers and track gangers of responsibility for control of track and better communication. Five safety recommendations were made to the operator.","025/00, 026/00, 027/00, 035/00, 067/00",Levin
RO-1999-127,"Siding shunt, derailment, Fletcher Paper private siding, Mt Maunganui, 17 December 1999",17 Dec 1999,3 Nov 2000,99-127,"At approximately 1630 hours on Friday 17 December 1999, a rake of wagons being propelled from Fletcher Paper private siding in Mt Maunganui derailed as a result of being pushed over a derailing block. The wagons slewed from the track and crossed a public road level crossing before colliding with a building and coming to rest on the opposite side of the road. The safety deficiencies identified included: the use of motorcycles by staff during shunting of sidings; the lack of formalisation of local speed limits; the positioning of staff during the propelling movement. Two safety recommendations were made to address these issues.","046/00, 047/00",Mount Maunganui
RO-2000-101,"Train control incidents, hi-rail vehicles and trains occupying the same section of track and a collision, various localities, 17 December 1999 - 5 September 2000",17 Jan 2000,23 Feb 2001,00-101,"On 17 December 1999, an incident occurred near Greymouth where a locomotive engineer was given permission by train control for his train to enter a section of track already occupied by a hi-rail vehicle. The driver of the hi-rail vehicle saw the train and was able to off-track in time to avert a collision. On 17 January 2000, train control gave permission for a group of hi-rail vehicles to on-track near Paerata in front of a passenger express train. The train collided with one of the hi-rail vehicles and pushed it some 300 m along the track. The hi-rail vehicle, which was unoccupied at the time, was destroyed in the collision. Another 2 incidents occurred where train control gave permission for trains to enter sections of track occupied by hi-rail vehicles: one on 14 February 2000 near St Andrews, and one on 5 September 2000 near Woodville. Neither of these 2 incidents resulted in collisions. Given the similar issues arising from each incident, all 4 were combined into this one report. Safety issues identified included: the repeated non-adherence to basic train control techniques taught during training and covered by procedures in the operating code; inadequate auditing and assessment of train controller performance; train controllers not using, nor being required to use, signal ""blocking commands"" as a defence against them issuing conflicting instructions to track users; the potential for train controllers to report for duty when not fit to do so. Four safety recommendations were made to the operator to address the safety issues.","125/00, 126/00, 127/00, 128/00",Paerata
RO-2000-102,"Express freight Train 228, signal passed at danger, Plimmerton, 23 February 2000",23 Feb 2000,22 Dec 2000,00-102,"At about 2000 on Wednesday 23 February 2000, Train 228, a Wellington to Auckland express freight service, passed a signal at Stop and entered Plimmerton station limits. An electric multiple unit, which had been running ahead of Train 228 and terminated at Plimmerton, was standing at the platform on the up main line ready to depart on its return journey to Wellington. Train 228 stopped about 180 metres short of colliding with the electric multiple unit. Six safety issues were identified: the visibility of signals at authorised line speed; the failure of the Locomotive Engineer to respond to an Intermediate signal warning him that the next signal in advance, 18 up home signal at Plimmerton, was at Stop; the absence of any defences to protect a level crossing if a locomotive engineer did not respond to a Stop and Proceed signal in advance; the lack of warning to road users when signals in close proximity to level crossings are passed at Stop; the absence of a safe signal overrun distance at Plimmerton; the locomotive engineer not being immediately relieved after having been involved in a serious operating irregularity. Three safety recommendations were made to the operator.","093/00, 094/00, 095/00",Plimmerton
RO-2000-103,"Train 2139, partial brake failure, Auckland, 15 March 2000",15 Mar 2000,23 Feb 2001,00-103,"On Wednesday, 15 March 2000, at approximately 1928 hours, Train 2139, a diesel multiple unit passenger service, suffered a partial brake failure while descending the grade from Newmarket to Auckland. A permanent 25 km/h speed restriction on curved track approaching the station was negotiated at about 45 km/h before the service came to a stop some 40 m past its normal stopping place. The partial brake failure was caused by a combination of a broken air pipe and a seized air valve. A safety issue identified was the ability of brake efficiency tests to identify triple-valve defects. Tranz Rail took action to address the safety issue, and no recommendations were made arising from this investigation",NA,Auckland
RO-2000-104,"Express freight Train 326, derailment, Pukekohe, 6 April 2000",6 Apr 2000,22 Dec 2000,00-104,"At approximately 0942 hours on Thursday, 6 April 2000, Train 326, a northbound express freight, was travelling on the up main through Pukekohe when dragging brake gear on a wagon near the centre of the train hit the spreader bar of the south-end turnout from the up main line to the loop. The impact caused the facing points to open and derail 13 of the following wagons. Safety deficiencies identified were the limitations of the clevis pin retaining the wagon brake rod, and the worn condition of the brake rod safety chains. Tranz Rail Limited took immediate steps to address the safety deficiencies identified and no safety recommendations were required.",NA,Pukekohe
RO-2000-105,"Lyttelton shunting service, derailment, Woolston, 27 April 2000",27 Apr 2000,22 Jun 2001,00-105,"At approximately 1100 on Thursday, 27 April 2000, the Lyttelton shunt was operating in Woolston yard when wagon LPA 5218 loaded with scrap metal derailed due to the track condition. The wagon overturned and fell on the rail operator who had been riding on the shunt. His injuries were fatal. The safety issues identified included actioning of identified track gauge exceedances and the factors which contributed to the wagon overturning. Two safety recommendations were made to Tranz Rail Limited, to address these issues.","038/00, 005/01",Woolston
RO-2000-106,"Shunt Y35, track warrant overrun, Mataura, 4 May 2000",4 May 2000,22 Jun 2001,00-106,"At approximately 1010 hours on Thursday, 4 May 2000, Y35 shunt overran its track warrant limit at Mataura by 15 km. There was no opposing traffic. Safety issues identified included: the need for better communication between train controllers and remote control operators when track warrants issued for main line shunts did not reflect work-between localities requested; the need for more effective ways of communicating, and monitoring compliance with, amendments to rules and regulations to improve safety; the need for formalised crew resource management training for Tranz Rail operational staff. A safety action taken by Tranz Rail and 3 safety recommendations address these issues.","006/01, 007/01, 008/01",Mataura
RO-2000-107,"Freight train 688 and rail mounted excavator, collision, between Waipunga and Waikoau, 9 May 2000",9 May 2000,23 Feb 2001,00-107,"On Tuesday, 9 May 2000, at about 1430, a collision occurred between a rail-mounted excavator, operating as a hi-rail vehicle, and Train 688 at 216.5 km between Waipunga and Waikoau on the Palmerston North - Gisborne Line. The excavator was operating outside its authorised work area and beyond the agreed ""check call"" time with the train controller when the collision occurred. There were no injuries. Safety issues identified included the accepted use of check calls between train controllers and track users instead of the required off track and clear times when authorising time on track, and the appropriateness of the training and experience of contract staff operating hi-rail vehicles. Two safety recommendations were made to the operator.","108/00, 124/00",Waipunga
RO-2000-108,"Shunting fatality, Middleton,, 10 May 2000",10 May 2000,23 Feb 2001,00-108,"On Wednesday 10 May 2000 at about 1130, while the Middleton yard shunt was propelling a rake of 5 wagons into the freight centre grid, the shunter fell under the leading wagon of the rake as he tried to board it and was killed instantly. Safety issues addressed in the report are: the potential for inexperienced staff to be involved in shunting fatalities; the lack of a support programme for newly qualified entrants into safety-critical areas such as the shunting environment; the rostering process not recognising experience levels when grouping individuals into work groups in safety-critical areas; the suitability of footsteps on over-width wagons. Two safety recommendations were made to the operator.","133/00, 134/00",Middleton
RO-2000-111,"Express freight train 630, track warrant overrun, Tapuata, 14 June 2000",14 Jun 2000,27 Apr 2001,00-111,"On Wednesday 14 June 2000 at about 0100, Train 630 Wellington to Napier express freight overran its track warrant limit by about 1100 m. The overrun occurred when the locomotive engineer did not identify and stop at the limit of his track warrant authority at Tapuata and continued on before coming to a stop about 100 m from No 3 FI points indicator at the south end of Dannevirke station. Factors which may have contributed to the incident included the possibility that the locomotive engineers lost situational awareness, and the resilience of the track warrant system to accommodate deviations from established patterns. Safety issues identified included the effectiveness of procedures in place to monitor road knowledge on infrequently travelled routes and the cancellation of this certification where this knowledge was not maintained. One safety recommendation was made to the operator.",004/01,Tapuata
RO-2000-113,"Train 378, derailment, Te Maunga, 22 July 2000",22 Jul 2000,17 Aug 2001,00-113,"On Saturday 22 July 2000, at about 1927, express freight Train 378 derailed when it entered a crossover at the north end of Te Maunga while travelling too fast. The locomotive was severely damaged when it overturned following the derailment. The locomotive engineer suffered minor injuries. The train controller had incorrectly set a medium speed route to Mount Maunganui instead of the intended high speed route to Tauranga. The locomotive engineer did not react to the unexpected signal aspects displayed. Safety issues identified included: non-adherence to basic train control techniques; the distracting train control environment; an emerging pattern of serious operating irregularities involving train controllers; the potential for locomotive engineers to misinterpret unexpected medium speed signals. Safety actions taken and recommendations made to the Land Transport Safety Authority and the operator address these issues.","009/01, 013/01",Te Maunga
RO-2000-114,"Shunting service P28, signal passed at danger, Woodville, 19 September 2000",19 Sep 2000,22 Jun 2001,00-114,"At about 1640 on Tuesday 19 September 2000, Train P28 Pahiatua - Palmerston North shunting service passed signal 4R at Danger and entered the main line at Woodville which was occupied by opposing Train 601 Bay Express passenger express. Train 601 had a Clear Proceed signalled route and was not expecting to stop. The conflict was soon realised and both trains were brought to a stop about 750 m apart. Train P28 derailed when its locomotive engineer tried to reverse off the main line through a set of points that had been ""run through"" when the signal had been passed at Danger. The safety issues addressed in this report are: the site knowledge, training and certification of the rail operator; the ability of the rail operator to identify and understand the indications of a low speed signal; the lack of documented procedures for the advancing of trains which have stopped after overrunning a signal which reverted to Danger in front of the locomotive engineer; the total reliance placed on locomotive engineers to follow signal indications to avoid conflicts. Two safety recommendations have been made to the operator.","010/01, 011/01",Woodville
RO-2000-115,"Freight train 521, derailment, Westmere, near Wanganui, 22 September 2000",22 Sep 2000,17 Aug 2001,00-115,"On Friday 22 September 2000, at about 2338, express freight Train 521 derailed when travelling too fast for the first curve encountered descending the 1 in 35 down grade on the Westmere bank. The 2 locomotives were severely damaged when they overturned following the derailment. The locomotive engineer received only minor injuries. The reason for the excessive speed was the locomotive engineer’s loss of awareness during a microsleep. Safety issues identified included the control of locomotive engineer hours of duty, fatigue management and the ability of the vigilance system to overcome a short-term attention deficit in sufficient time to allow effective corrective action to be taken.","017/01, 018/01, 019/01",Westmere
RO-2000-116,"Hi-rail vehicle and express freight Train 225, occupying the same section of track, near Te Kauwhata, 4 October 2000",4 Oct 2000,17 Aug 2001,00-116,"On Wednesday, 4 October 2000, Train 225, an Auckland to Wellington express freight service, was permitted to depart from Te Kauwhata on the North Island Main Trunk and enter the down main line that was already occupied by an authorised hi-rail vehicle movement. No collision resulted, as the four occupants of the hi-rail vehicle became aware of Train 225’s approach and were able to off-track before the train passed. The safety issues identified included: a train controller not following procedures for handling track user inquiries; a train controller not applying adequate safety measures to protect the hi-rail vehicle movement; an unusually high number of incidents involving a train controller; the inability of the operator to provide relief for the train controller for nearly 3 hours following the incident. One safety recommendation was made to the operator to address these safety issues.",016/01,Te Kauwhata
RO-2000-117,"Express freight Train 540, derailment, Kai Iwi, 26 November 2000",26 Nov 2000,17 Aug 2001,00-117,"On Sunday, 26 November 2000 at about 0105, Train 540, the northbound Longburn to Whareroa milk train, derailed near Kai Iwi while rounding a curve about 25 km/h faster than the authorised and posted curve speed of 50 km/h. Ten full milk-tanker wagons left the track and came to rest in a gully below, disgorging a large volume of milk. There were no injuries. The reason for the excessive speed in the curve was the locomotive engineer losing situational awareness during a microsleep. Safety issues identified included the control of locomotive engineer hours of duty, fatigue management, and the ability of the vigilance system to overcome a short-term attention deficit in sufficient time to prevent this type of occurrence.",025/01,Kai Iwi
RO-2000-118,"Express freight and express passenger trains, derailments or near derailments due to heat buckles, various localities, 5 December 2000 to 2 March 2001",5 Dec 2000,17 Aug 2001,00-118,"This report examines 6 track heat buckle incidents that occurred in different localities throughout New Zealand in the summer of 2000/2001, 5 of which resulted in derailments. Safety issues identified by these incidents included: the need for training of track staff to ensure they recognise and respond to visible track defects; the possible need to protect continuous welded rail, formed at an unknown neutral temperature, during hot weather; the need to control tamping and lining to ensure track is not realigned leaving increased compressive stress in the rails; the need to review the siting and trigger setting of heat sensors; the practicality of the current Rule 176 regarding Caution signals for reduction of speed. Five safety recommendations were made to the operator to address these safety issues. [Safety recommendations 020/01, 021/01 and 022/01 were repeated in a subsequent report 02-104.] Includes investigations 00-119, 00-120, 00-122 and 01-103","020/01, 021/01, 022/01, 023/01, 024/01",Te Wera
RO-2000-119,"Express train 920, derailment, Pareora, 6 December 2000",6 Dec 2000,17 Aug 2001,00-119,"This report examines 6 track heat buckle incidents that occurred in different localities throughout New Zealand in the summer of 2000/2001, 5 of which resulted in derailments. Safety issues identified by these incidents included: the need for training of track staff to ensure they recognise and respond to visible track defects; the possible need to protect continuous welded rail, formed at an unknown neutral temperature, during hot weather; the need to control tamping and lining to ensure track is not realigned leaving increased compressive stress in the rails; the need to review the siting and trigger setting of heat sensors; the practicality of the current Rule 176 regarding Caution signals for reduction of speed. Five safety recommendations were made to the operator to address these safety issues. [Safety recommendations 020/01, 021/01 and 022/01 were repeated in a subsequent report 02-104.] Includes investigations 00-118, 00-120, 00-122 and 01-103","020/01, 021/01, 022/01, 023/01, 024/01",Pareroa
RO-2000-120,"Express train 922, derailment, 6 December 2000",6 Dec 2000,17 Aug 2001,00-120,"This report examines 6 track heat buckle incidents that occurred in different localities throughout New Zealand in the summer of 2000/2001, 5 of which resulted in derailments. Safety issues identified by these incidents included: the need for training of track staff to ensure they recognise and respond to visible track defects; the possible need to protect continuous welded rail, formed at an unknown neutral temperature, during hot weather; the need to control tamping and lining to ensure track is not realigned leaving increased compressive stress in the rails; the need to review the siting and trigger setting of heat sensors; the practicality of the current Rule 176 regarding Caution signals for reduction of speed. Five safety recommendations were made to the operator to address these safety issues. [Safety recommendations 020/01, 021/01 and 022/01 were repeated in a subsequent report 02-104.] Includes investigations 00-118, 00-119, 00-122 and 01-103","020/01, 021/01, 022/01, 023/01, 024/01",Shag Point
RO-2000-121,"Express freight Train 828 and express freight Train 951, collision, Middleton, 8 December 2000",8 Dec 2000,17 Aug 2001,00-121,"At about 0400 on Friday 8 December 2000, Train 828, a northbound express freight train, passed Signal 212 at Middleton at ""Stop"" and collided head-on with departing southbound express freight Train 951. Three locomotive crew members received minor injuries. The locomotive on each train and a number of wagons were extensively damaged. Safety issues identified included the control of locomotive engineers hours of duty, fatigue management and the ability of the locomotive vigilance system to overcome short-term attention deficits in time to prevent this type of collision. In view of safety recommendations made to the operator in other Rail Occurrence Reports 00-115 and 00-117 relating to previous occurrences involving similar attention loss through microsleeps, no further safety recommendations were made to the operator.",NA,Middleton
RO-2000-122,"Express Passenger Train 601, derailment, Opapa, 8 December 2000",8 Dec 2000,17 Aug 2001,00-122,"This report examines 6 track heat buckle incidents that occurred in different localities throughout New Zealand in the summer of 2000/2001, 5 of which resulted in derailments. Safety issues identified by these incidents included: the need for training of track staff to ensure they recognise and respond to visible track defects; the possible need to protect continuous welded rail, formed at an unknown neutral temperature, during hot weather; the need to control tamping and lining to ensure track is not realigned leaving increased compressive stress in the rails; the need to review the siting and trigger setting of heat sensors; the practicality of the current Rule 176 regarding Caution signals for reduction of speed. Five safety recommendations were made to the operator to address these safety issues. [Safety recommendations 020/01, 021/01 and 022/01 were repeated in a subsequent report 02-104.] Includes investigations 00-118, 00-119, 00-120 and 01-103","020/01, 021/01, 022/01, 023/01, 024/01",Opapa
RO-2000-123,"Diesel multiple units Train 3130 and Train 3134, collision, Ellerslie, 28 December 2000",28 Dec 2000,17 Aug 2001,00-123,"At about 1150 on Thursday 28 December 2000, a diesel multiple unit Train 3134 collided head on with another diesel multiple unit Train 3130 on the up main line between Penrose and Ellerslie. Train 3130 had become disabled at Ellerslie and with the assistance of a relief diesel multiple unit was setting back to Penrose in a wrong line running movement on the up main line. Through a series of miscommunications the train controller unknowingly authorised the wrong line running, which resulted in Train 3134 and Train 3130 assisted by the coupled relief DMU, being in the same section of track while moving in opposing directions. Two crew members and seven passengers suffered minor injuries. The safety issues identified included: the inadequacy of verbal procedures to provide defences against human error; the training and certification of new entrant train controllers on additional train control desks soon after their initial certification; insufficient opportunity offered to train control trainees to view the various operating systems in use during their training; the lack of a structured process for area familiarisation prior to or during certification on a train control desk; the routine involvement of train controllers in (non-operational) work created by incidents; the absence of clear communication between the locomotive engineers, maintenance staff and the train controller resulting in not everyone sharing the same concept of the plan to restore the train network; the unreliable radio communications existing between the train controller and locomotive engineers at the time of the incident.","043/01, 044/01, 045/01, 046/01, 047/01, 048/01, 049/01",Ellerslie
RO-2001-101,"Passenger express Train 901 Southerner and stock truck and trailer unit, collision, Makikihi Beach Road level crossing between Timaru and Oamaru, 8 January 2001",8 Jan 2001,17 Aug 2001,01-101,"At about 1055 on Monday 8 January 2001, a collision occurred at Makikihi Beach Road level crossing between passenger express Train 901 Southerner and a loaded stock truck and trailer unit. The truck had cleared the level crossing but the trailer was only halfway across when the train collided with it and derailed. Two of the train crew and 3 passengers were seriously injured and 24 passengers suffered minor injuries as a result of the collision. A factor contributing to the collision was the failure of the truck driver to give way to Train 901. No safety deficiencies in the rail system were identified and no safety recommendations required.",NA,Makikhi
RO-2001-102,"Express freight Trains 237 and 144, derailment and collision on double-line track, Paerata-Pukekohe, 23 February 2000",23 Feb 2001,7 Dec 2001,01-102,"At about 2218 on Friday, 23 February 2001, northbound Train 144 struck a derailed wagon while passing southbound Train 237 between Pukekohe and Paerata on the North Island Main Trunk line. The incident occurred when a PK wagon conveying containers on Train 237 became derailed at Paerata as a result of a wheel bearing failure. The LE of Train 237 had seen sparks coming from the middle of his train and suspected a possible dragging brake rod. He was unaware of the derailment and proceeded slowly from Paerata towards Pukekohe where he intended to stop and inspect his train. The collision occurred as Train 237 reached Pukekohe, causing minor damage to locomotives and wagons on Train 144 and derailing a loaded C coal wagon. Major damage to the PK wagon and track resulted from the initial derailment. There were no injuries. The safety issues identified were the potential consequences of derailed wagons on double line track.",NA,Paerata
RO-2001-103,"Express freight train 234, derailment, Te Kawa, 2 March 2001",2 Mar 2001,17 Aug 2001,01-103,"This report examines 6 track heat buckle incidents that occurred in different localities throughout New Zealand in the summer of 2000/2001, 5 of which resulted in derailments. Safety issues identified by these incidents included: the need for training of track staff to ensure they recognise and respond to visible track defects; the possible need to protect continuous welded rail, formed at an unknown neutral temperature, during hot weather; the need to control tamping and lining to ensure track is not realigned leaving increased compressive stress in the rails; the need to review the siting and trigger setting of heat sensors; the practicality of the current Rule 176 regarding Caution signals for reduction of speed. Five safety recommendations were made to the operator to address these safety issues. [Safety recommendations 020/01, 021/01 and 022/01 were repeated in a subsequent report 02-104.] Includes investigations 00-118, 00-119, 00-120 and 00-122","020/01, 021/01, 022/01, 023/01, 024/01",Te Kawa
RO-2001-104,"Express freight Train 547 and express freight Train 531, collision, Mokoia, 7 March 2001",7 Mar 2001,1 Feb 2002,01-104,"On Wednesday 7 March 2001 at about 2233 Train 531, a southbound express freight train collided with the rear of Train 547, another southbound express freight service which had stalled on the Mokoia Bank between Whareroa and Mokoia on the Marton to New Plymouth Line. Train 531 had entered the section and was going to assist Train 547 when the collision occurred. The locomotive engineer of Train 547 had not protected the rear of his disabled train to warn the locomotive engineer of Train 531 as he approached. Safety issues identified included: the effectiveness of the process for identifying and confirming the location of a disabled train; the effectiveness of the track warrant theory recertification process in identifying any shortcomings in rules knowledge of operating staff; control of locomotive engineers’ hours of duty. Three safety recommendations were made to the operator covering these issues.","067/01, 068/01, 069/01",Mokoia
RO-2001-106,"Express passenger Train 600 Bay Express and maintenance plant, collision, Muri, 6 May 2001",6 May 2001,1 Feb 2002,01-106,"On Sunday 6 May 2001, at about 0838, a collision occurred between express passenger Train 600, Bay Express, and an excavator and front end loader working on the up main line at Muri, 31.4 km North Island Main Trunk. The maintenance plant was operating under Conditional Stop Protection when the collision occurred. Train 600 had been given authority to pass through the protected site at a time when one of the four work groups operating within an 11.9 km protected length understood they were clear to work. There were no injuries. Safety issues identified included the suitability of the procedures in place to control the safety of multiple work groups working over an extended protected length. Three safety recommendations were made to the operator.","026/01, 027/01, 028/01",Muri
RO-2001-107,"Passenger express Train 201, derailment, Otaihanga, 6 June 2001",6 Jun 2001,19 Jul 2002,01-107,"On Wednesday, 6 June 2001, at about 1841, express passenger Train 201 Overlander derailed when a wheel on the leading axle of the trailing bogie of the power van fractured as the train approached Otaihanga Road level crossing near Paraparaumu on the North Island Main Trunk. There were no injuries to train crew or passengers and damage was limited to the trailing bogie of the power van. The safety issue identified was the suitability of the wheel set for use in passenger rolling stock. As a result of the actions taken by the operator following this incident, no safety recommendations are included in this report.",NA,Otaihanga
RO-2001-108,"Express freight Train 842, derailment, Otira Tunnel, 7 July 2001",7 Jul 2001,22 Mar 2002,01-108,"On Saturday 7 July 2001, at about 1900, express freight Train 842 derailed in the Otira Tunnel. The leading locomotive derailed 2 axles at a failed rail joint which had been installed as a temporary repair for a fractured rail found on Thursday 5 July. There were no injuries. Safety issues identified included: the suitability of the standards for temporary track repairs; the frequency of inspection of temporary track repairs; the monitoring and control of rail top wear in the Otira Tunnel; the damp contaminated ballast condition throughout the tunnel; the high percentage of down trains exceeding temporary speed limits; the track standard required to meet the commercial demand of coal train loadings and the necessary minimum speed required to ascend the 1 in 33 tunnel grade",NA,Otira
RO-2001-109,"Passenger EMU Train 8203, doors open on EMU, Tawa, 16 July 2001",16 Jul 2001,22 Mar 2002,01-109,"On Monday, 16 July 2001, at about 0825 the passenger doors on the left side of Train 8203 electric multiple unit passenger service, opened uncommanded as the train travelled through Tunnel No 2 between Takapu Road and Wellington on the North Island Main Trunk. The locomotive engineer immediately stopped the train in the tunnel. The doors opened due to an electrical short circuit that was caused by heat from an overworked resistor bank melting the insulation on the door control wires. The crew manually closed the doors and the train continued to Wellington. There were no injuries to passengers or staff The safety issues identified included: the routing of an electrical cable conduit over a potential source of heat without suitable protection; the non-compliance with a standard procedure for preventing an overload of resistor banks; the unreliable radio communication between electric multiple unit passenger trains and train control while in Tunnels 1 and 2. In view of safety actions taken by the operator to address these issues, no safety recommendations are included in this report.",NA,Tawa
